DRUG,WORD,STRING_SIM,PHONET_SIM,MATCH
risperidona,risperdina,0.86850,0.92603,1
risperidona,risperdiona,0.91000,0.95500,1
risperidona,risperdona,0.95834,0.97657,1
risperidona,risperidal,0.82857,0.85294,0
risperidona,risperidana,0.90000,0.94125,1
risperidona,risperidena,0.91000,0.94625,1
risperidona,risperideno,0.87000,0.92625,1
risperidona,risperidina,0.91000,0.94625,1
risperidona,risperidiona,0.95834,0.97719,1
risperidona,risperidna,0.92839,0.95598,1
risperidona,risperidoan,0.92000,0.96000,1
risperidona,risperidon,0.94836,0.96783,1
risperidona,risperidona,1.00000,1.00000,1
risperidona,risperidone,0.94000,0.96250,1
risperidona,risperidons,0.94000,0.95416,1
risperidona,risperidoona,0.96832,0.99406,1
risperidona,risperieona,0.91000,0.91233,1
risperidona,risperifdona,0.92839,0.92725,1
risperidona,risperifona,0.88000,0.87438,1
risperidona,risperina,0.87043,0.88693,0
risperidona,risperindona,0.94836,0.95408,1
risperidona,risperiodna,0.90000,0.95000,1
risperidona,risperiona,0.92839,0.92413,1
risperidona,risperisona,0.91000,0.88875,1
risperidona,risperodona,0.93000,0.96188,1
risperidona,rispertidona,0.92839,0.93724,1
risperidona,rispiredona,0.89000,0.93438,1
risperidona,rispireridona,0.91989,0.94473,1
risperidona,rispiridona,0.91000,0.94625,1
risperidona,rispirodona,0.86000,0.91750,1
risperidona,rispirona,0.83087,0.86406,0
risperidona,rispperidona,0.96832,0.99406,1
risperidona,risprazidona,0.83855,0.88169,1
risperidona,rispridona,0.92839,0.95598,1
risperidona,rispéridona,0.88000,0.99250,1
risperidona,risteridona,0.88000,0.88938,1
risperidona,rploratadina,0.61893,0.70761,0
risperidona,rsiperidona,0.91000,0.95188,1
risperidona,rsisperidona,0.92839,0.95658,1
risperidona,rsperidona,0.95834,0.97407,1
risperidona,spperineo,0.78141,0.79820,0
risperidona,supervisiona,0.75869,0.73054,0
risperidona,supervisona,0.77000,0.73375,0
risperidona,supervisonada,0.76163,0.75040,0
risperidona,suspenderia,0.75000,0.77500,0
risperidona,ulceraspernas,0.62315,0.66556,0
sinvastatina,aatorvastatina,0.85065,0.87456,0
sinvastatina,adnistatina,0.80860,0.83865,0
sinvastatina,artorvastatina,0.81108,0.83293,0
sinvastatina,artrovastatina,0.81108,0.83293,0
sinvastatina,atorvastaina,0.81000,0.82927,0
sinvastatina,atorvastastina,0.82098,0.83663,0
sinvastatina,atorvastateina,0.80119,0.84131,0
sinvastatina,atorvastatian,0.78864,0.84110,0
sinvastatina,atorvastatin,0.83000,0.85938,0
sinvastatina,atorvastatina,0.85851,0.87604,0
sinvastatina,atorvastationa,0.79130,0.83636,0
sinvastatina,atorvastina,0.79862,0.82242,0
sinvastatina,atosvastatina,0.88846,0.90664,0
sinvastatina,atraovastatina,0.84076,0.86727,0
sinvastatina,atrovastatina,0.85851,0.87604,0
sinvastatina,fluvastatina,0.83000,0.85438,0
sinvastatina,inestinais,0.75174,0.80115,0
sinvastatina,instestinais,0.75000,0.79750,0
sinvastatina,intestinai,0.75174,0.79621,0
sinvastatina,intestinasis,0.75000,0.77063,0
sinvastatina,invastatina,0.96832,0.97155,0
sinvastatina,ivantina,0.75060,0.80181,0
sinvastatina,lovastatina,0.85851,0.87421,0
sinvastatina,niastatina,0.87043,0.88966,0
sinvastatina,nistaina,0.77874,0.82497,0
sinvastatina,nistatiana,0.79130,0.84759,0
sinvastatina,nistatina,0.83378,0.86935,0
sinvastatina,nistatinam,0.81108,0.83293,0
sinvastatina,nistatitina,0.83855,0.85987,0
sinvastatina,nistatyina,0.79130,0.86139,0
sinvastatina,nistratina,0.79130,0.81680,0
sinvastatina,parvastatina,0.85000,0.86125,0
sinvastatina,pravastatin,0.80860,0.83858,0
sinvastatina,pravastatina,0.85000,0.86125,0
sinvastatina,pravastina,0.78141,0.80312,0
sinvastatina,rivagastrina,0.75000,0.76669,0
sinvastatina,rivastgmina,0.75869,0.77283,0
sinvastatina,rivastigmina,0.76000,0.77234,0
sinvastatina,rosuvastartina,0.78141,0.78137,0
sinvastatina,sandostatin,0.75869,0.81113,0
sinvastatina,sibcastatina,0.83000,0.82625,0
sinvastatina,sicvastatina,0.91000,0.91000,0
sinvastatina,siinvastatina,0.96832,0.99406,1
sinvastatina,simvastatin,0.88846,0.90663,1
sinvastatina,simvastatina,0.91000,0.91875,1
sinvastatina,sinastatina,0.92839,0.92850,1
sinvastatina,sinasvtatina,0.90000,0.92438,1
sinvastatina,sinavastatina,0.94836,0.97220,1
sinvastatina,sincastatina,0.89000,0.88313,0
sinvastatina,sincvastatina,0.92839,0.92913,1
sinvastatina,sintastatina,0.91000,0.90875,0
sinvastatina,sinvanstatina,0.95834,0.96219,1
sinvastatina,sinvasatatina,0.95834,0.94097,1
sinvastatina,sinvasstaina,0.93000,0.96000,1
sinvastatina,sinvastacor,0.80860,0.83546,0
sinvastatina,sinvastadina,0.92000,0.93750,1
sinvastatina,sinvastaina,0.95834,0.96531,1
sinvastatina,sinvastaitna,0.91000,0.95500,1
sinvastatina,sinvastarina,0.92000,0.91875,1
sinvastatina,sinvastartina,0.92839,0.92913,1
sinvastatina,sinvastastina,0.95834,0.95658,1
sinvastatina,sinvastataina,0.95834,0.97719,1
sinvastatina,sinvastatatina,0.95945,0.96389,1
sinvastatina,sinvastatian,0.93000,0.96500,1
sinvastatina,sinvastatiana,0.95834,0.97782,1
sinvastatina,sinvastatin,0.97831,0.98780,1
sinvastatina,sinvastatina,1.00000,1.00000,1
sinvastatina,sinvastatinae,0.95834,0.97345,1
sinvastatina,sinvastatinas,0.97831,0.97966,1
sinvastatina,sinvastatins,0.97000,0.97415,1
sinvastatina,sinvastationa,0.92839,0.95723,1
sinvastatina,sinvastatna,0.95834,0.97719,1
sinvastatina,sinvastatoina,0.92839,0.95723,1
sinvastatina,sinvastattina,0.96832,0.99406,1
sinvastatina,sinvastina,0.94956,0.95894,1
sinvastatina,sinvastitina,0.95000,0.97188,1
sinvastatina,sinvastqatina,0.92839,0.93162,1
sinvastatina,sinvasttaina,0.93000,0.96000,1
sinvastatina,sinvasttatina,0.96832,0.99406,1
sinvastatina,sinvasttian,0.87848,0.92398,1
sinvastatina,sinvasttina,0.95834,0.96059,1
sinvastatina,sinvestatina,0.91000,0.94625,1
sinvastatina,sinvstatin,0.91989,0.95679,1
sinvastatina,sinvstatina,0.94836,0.97220,1
sinvastatina,sionvastatina,0.92839,0.95660,1
sinvastatina,sisvastatina,0.93000,0.94563,1
sinvastatina,sivastantina,0.90000,0.91000,1
sinvastatina,sivsstatina,0.87848,0.92208,1
sinvastatina,snvastatina,0.94836,0.97220,1
sinvastatina,szinvastatina,0.92839,0.94036,1
sinvastatina,torvastatina,0.85000,0.87125,0
sinvastatina,vintaminas,0.77152,0.80004,0
atenolol,atenolol,1.00000,1.00000,1
diazepam,diazepam,1.00000,1.00000,1
dipirona,dipirona,1.00000,1.00000,1
glicose,glicose,1.00000,1.00000,1
insulina,insulina,1.00000,1.00000,1
amitriptilina,aaamitriptlina,0.92839,0.97158,1
amitriptilina,aamitriptilina,0.97831,0.99593,1
amitriptilina,aimitriptilina,0.94836,0.97220,1
amitriptilina,aitriptilina,0.92839,0.94223,1
amitriptilina,amaitriptilina,0.95834,0.97782,1
amitriptilina,amatripilina,0.89845,0.92975,1
amitriptilina,amiitriptlina,0.92000,0.97000,1
amitriptilina,amiotriptilina,0.93838,0.96284,1
amitriptilina,amipriptilina,0.92000,0.94000,1
amitriptilina,amipritilina,0.87848,0.90105,1
amitriptilina,amiptripitilina,0.89022,0.92677,1
amitriptilina,amiptriptilina,0.94836,0.95783,1
amitriptilina,amiptritilina,0.90000,0.91875,1
amitriptilina,amiriptilina,0.94836,0.95408,1
amitriptilina,amiriptlina,0.89022,0.92303,1
amitriptilina,amiritpilina,0.84853,0.86923,1
amitriptilina,amirtiptilina,0.90000,0.91250,1
amitriptilina,amirtitpilina,0.82000,0.84875,1
amitriptilina,amistiripilina,0.85851,0.87540,1
amitriptilina,amitiptiilina,0.91000,0.92505,1
amitriptilina,amitiptilina,0.92839,0.92850,1
amitriptilina,amitiriptilina,0.95834,0.97719,1
amitriptilina,amitirpitilina,0.86850,0.93227,1
amitriptilina,amitirptilina,0.91000,0.95500,1
amitriptilina,amititriptilina,0.95945,0.96389,1
amitriptilina,amitptilina,0.91000,0.91732,1
amitriptilina,amitriiptilna,0.92000,0.97000,1
amitriptilina,amitrilina,0.89195,0.90771,1
amitriptilina,amitriltilina,0.91000,0.92000,1
amitriptilina,amitripetilina,0.93838,0.96284,1
amitriptilina,amitripilin,0.91989,0.94161,1
amitriptilina,amitripilina,0.95834,0.96219,1
amitriptilina,amitripillina,0.93000,0.95688,1
amitriptilina,amitripiltilina,0.93967,0.94651,1
amitriptilina,amitripiltina,0.90000,0.91188,1
amitriptilina,amitripitalina,0.89845,0.94662,1
amitriptilina,amitripitilina,0.95834,0.97719,1
amitriptilina,amitripitina,0.90843,0.91977,1
amitriptilina,amitripitlina,0.92000,0.96000,1
amitriptilina,amitriplilina,0.95000,0.94813,1
amitriptilina,amitriplina,0.91989,0.94099,1
amitriptilina,amitripltilina,0.94836,0.95283,1
amitriptilina,amitripltina,0.89845,0.90912,1
amitriptilina,amitriprilina,0.95000,0.95063,1
amitriptilina,amitripritilina,0.94956,0.95458,1
amitriptilina,amitriprtilina,0.95834,0.96095,1
amitriptilina,amitript,0.78785,0.84219,1
amitriptilina,amitriptalina,0.95000,0.97250,1
amitriptilina,amitriptiia,0.84076,0.87184,1
amitriptilina,amitriptiilina,0.96832,0.99406,1
amitriptilina,amitriptiilna,0.92000,0.97000,1
amitriptilina,amitriptiina,0.92839,0.92511,1
amitriptilina,amitriptila,0.90011,0.92735,1
amitriptilina,amitriptili,0.93967,0.94776,1
amitriptilina,amitriptilia,0.92839,0.94348,1
amitriptilina,amitriptilian,0.93000,0.96500,1
amitriptilina,amitriptiliana,0.95834,0.97782,1
amitriptilina,amitriptiliapara,0.83378,0.88428,1
amitriptilina,amitriptilibna,0.93838,0.94036,1
amitriptilina,amitriptilida,0.90000,0.91438,1
amitriptilina,amitriptiliina,0.96832,0.99406,1
amitriptilina,amitriptilima,0.91000,0.93438,1
amitriptilina,amitriptilin,0.97831,0.98780,1
amitriptilina,amitriptilina,1.00000,1.00000,1
amitriptilina,amitriptilinas,0.95834,0.95408,1
amitriptilina,amitriptilinha,0.93838,0.97033,1
amitriptilina,amitriptilins,0.94000,0.94356,1
amitriptilina,amitriptiliona,0.93838,0.96284,1
amitriptilina,amitriptillina,0.96832,0.99406,1
amitriptilina,amitriptilna,0.95834,0.97719,1
amitriptilina,amitriptilne,0.88846,0.93539,1
amitriptilina,amitriptilnia,0.89000,0.94500,1
amitriptilina,amitriptilçina,0.93838,0.93786,1
amitriptilina,amitriptina,0.91989,0.92352,1
amitriptilina,amitriptinina,0.91000,0.92063,1
amitriptilina,amitriptinlina,0.94836,0.95658,1
amitriptilina,amitriptiplina,0.95834,0.96219,1
amitriptilina,amitriptiptilina,0.94043,0.95050,1
amitriptilina,amitriptlina,0.95834,0.97719,1
amitriptilina,amitriptrilina,0.95834,0.96344,1
amitriptilina,amitriptriplina,0.93967,0.94777,1
amitriptilina,amitripttilina,0.96832,0.99406,1
amitriptilina,amitriptuilina,0.93838,0.96284,1
amitriptilina,amitritilian,0.85851,0.90105,1
amitriptilina,amitritilina,0.92839,0.93599,1
amitriptilina,amitritipilina,0.89845,0.92037,1
amitriptilina,amitritpililina,0.89022,0.90743,1
amitriptilina,amitritpilina,0.91000,0.92813,1
amitriptilina,amitritpilna,0.86850,0.90539,1
amitriptilina,amitritpiltilna,0.86054,0.89399,1
amitriptilina,amitritpiltina,0.86850,0.89044,1
amitriptilina,amitritpitilina,0.90011,0.93110,1
amitriptilina,amitritplina,0.88846,0.91538,1
amitriptilina,amitritptilina,0.95834,0.96219,1
amitriptilina,amitritptlina,0.91000,0.93604,1
amitriptilina,amitritrpilina,0.90843,0.92725,1
amitriptilina,amitroptilina,0.92000,0.95250,1
amitriptilina,amitrpilina,0.90011,0.93110,1
amitriptilina,amitrpiptilna,0.90000,0.93416,1
amitriptilina,amitrpitilina,0.91000,0.95500,1
amitriptilina,amitrpitlina,0.86850,0.93227,1
amitriptilina,amitrptilia,0.87043,0.91252,1
amitriptilina,amitrptilina,0.95834,0.97719,1
amitriptilina,amitrriptilina,0.96832,0.91844,1
amitriptilina,amitrtiiptilina,0.93967,0.95557,1
amitriptilina,amitrtipilina,0.90000,0.92313,1
amitriptilina,amitrtiptilina,0.94836,0.95720,1
amitriptilina,amitrtitpilina,0.87848,0.90479,1
amitriptilina,amitrtriptilina,0.95945,0.96199,1
amitriptilina,amitryptilina,0.92000,0.98500,1
amitriptilina,amittripilina,0.92000,0.95500,1
amitriptilina,amittriptilina,0.96832,0.99406,1
amitriptilina,amityriptilina,0.93838,0.97345,1
amitriptilina,ammitriptilina,0.96832,0.99406,1
amitriptilina,amotriptilina,0.91000,0.94750,1
amitriptilina,amptriptilina,0.92000,0.94167,1
amitriptilina,amtiptilina,0.87043,0.89754,1
amitriptilina,amtirotilina,0.79862,0.86360,1
amitriptilina,amtirptilina,0.86850,0.93227,1
amitriptilina,amtripitilina,0.90000,0.95000,1
amitriptilina,amtriplina,0.87256,0.91677,1
amitriptilina,amtriptilina,0.94836,0.97220,1
amitriptilina,amytriptilina,0.91000,0.98313,1
amitriptilina,anitripicilina,0.82857,0.84418,0
amitriptilina,anmitriptilina,0.94836,0.96282,1
amitriptilina,antitripsina,0.76867,0.78361,0
amitriptilina,antitriptilina,0.88846,0.91103,1
amitriptilina,asmitarypatailina,0.69430,0.83351,0
amitriptilina,deamitriptilina,0.91989,0.93350,1
amitriptilina,emitriptilina,0.93000,0.95813,1
amitriptilina,iamitriptilina,0.96832,0.98218,1
amitriptilina,imitripilina,0.90843,0.93474,1
amitriptilina,itriptilina,0.91989,0.93600,0
amitriptilina,lamitrogina,0.75174,0.78266,0
amitriptilina,lamtrigina,0.75622,0.79184,0
amitriptilina,mimtriptiliun,0.81000,0.87856,0
amitriptilina,mitripilina,0.91989,0.94099,1
amitriptilina,mitriptilina,0.96832,0.98218,1
amitriptilina,mitriptlina,0.91989,0.95679,1
amitriptilina,mnortriptilina,0.83855,0.87785,0
amitriptilina,naratriptana,0.75869,0.80237,0
amitriptilina,neotriptilina,0.81000,0.86625,0
amitriptilina,noitriptilina,0.87000,0.90250,0
amitriptilina,nortipitilina,0.77000,0.82813,0
amitriptilina,nortiptilina,0.78864,0.83485,0
amitriptilina,nortiriptilina,0.80860,0.86048,0
amitriptilina,nortreptilina,0.75000,0.82235,0
amitriptilina,nortripilina,0.79862,0.83672,0
amitriptilina,nortripitilina,0.78864,0.85050,0
amitriptilina,nortripitlina,0.76000,0.83359,0
amitriptilina,nortriplina,0.77152,0.82083,0
amitriptilina,nortripltilina,0.78864,0.82446,0
amitriptilina,nortriptiina,0.76867,0.79845,0
amitriptilina,nortriptilian,0.77000,0.83859,0
amitriptilina,nortriptililina,0.80119,0.84136,0
amitriptilina,nortriptilin,0.76867,0.82755,0
amitriptilina,nortriptilina,0.83000,0.86859,0
amitriptilina,nortriptilna,0.79862,0.85056,0
amitriptilina,nortriptlina,0.79862,0.85056,0
amitriptilina,nortritilina,0.76867,0.79987,0
amitriptilina,nortritpilina,0.76000,0.80551,0
amitriptilina,nortritptilina,0.79862,0.83625,0
amitriptilina,nortrptilina,0.78864,0.84557,0
amitriptilina,notripitlina,0.77865,0.85423,0
amitriptilina,notriprilina,0.80860,0.84358,0
amitriptilina,notriptilina,0.84853,0.88917,0
amitriptilina,notriptlina,0.80119,0.86316,0
amitriptilina,notritpilina,0.77865,0.82423,0
amitriptilina,notritpitlina,0.75000,0.82422,0
amitriptilina,notritptilina,0.82000,0.85922,0
amitriptilina,prescramitriptilina,0.73211,0.77262,0
amitriptilina,rnotriptilina,0.84000,0.85236,0
amitriptilina,trilaminar,0.80470,0.83295,0
amitriptilina,triptanal,0.75060,0.82601,0
amoxicilina,amaxacilina,0.85000,0.91563,1
amoxicilina,amaxicilina,0.91000,0.94750,1
amoxicilina,amicaccina,0.75869,0.68867,0
amoxicilina,aminifilina,0.75000,0.78000,0
amoxicilina,aminiofilina,0.75869,0.78612,0
amoxicilina,aminofilina,0.78000,0.79688,0
amoxicilina,aminoflilina,0.76867,0.79061,0
amoxicilina,amixicilina,0.90000,0.94250,1
amoxicilina,amixocilina,0.85000,0.91938,1
amoxicilina,amnofilina,0.77865,0.79985,0
amoxicilina,amocicilina,0.91000,0.92875,1
amoxicilina,amopicilina,0.88000,0.87750,1
amoxicilina,amoxacil,0.83378,0.88618,1
amoxicilina,amoxacilian,0.87000,0.93188,1
amoxicilina,amoxaciliana,0.88846,0.93913,1
amoxicilina,amoxacilikna,0.86850,0.88233,1
amoxicilina,amoxacilina,0.93000,0.96188,1
amoxicilina,amoxacilinamais,0.79751,0.88604,1
amoxicilina,amoxacilini,0.89000,0.94063,1
amoxicilina,amoxacillina,0.90843,0.95783,1
amoxicilina,amoxacilçina,0.86850,0.92725,1
amoxicilina,amoxalicina,0.89000,0.91063,1
amoxicilina,amoxcilina,0.94836,0.92270,1
amoxicilina,amoxiccilina,0.96832,0.92289,1
amoxicilina,amoxicicilina,0.95945,0.96514,1
amoxicilina,amoxiciina,0.92839,0.91575,1
amoxicilina,amoxicil,0.89195,0.91836,1
amoxicilina,amoxicilian,0.93000,0.96500,1
amoxicilina,amoxicilin,0.97831,0.98780,1
amoxicilina,amoxicilina,1.00000,1.00000,1
amoxicilina,amoxicilinaa,0.97831,0.99593,1
amoxicilina,amoxicilna,0.95834,0.97719,1
amoxicilina,amoxiciloina,0.95834,0.97594,1
amoxicilina,amoxicinla,0.87848,0.91351,1
amoxicilina,amoxiclavulanato,0.68042,0.69133,0
amoxicilina,amoxiclina,0.95834,0.87161,1
amoxicilina,amoxicuilina,0.92839,0.85227,1
amoxicilina,amoxilcilina,0.94836,0.95533,1
amoxicilina,amoxilcina,0.89845,0.91599,1
amoxicilina,amoxilclavul,0.72874,0.73013,0
amoxicilina,amoxilicilina,0.93967,0.94901,1
amoxicilina,amoxilicilna,0.89845,0.93037,1
amoxicilina,amoxilicina,0.90000,0.91875,1
amoxicilina,amoxilicna,0.89845,0.84915,1
amoxicilina,amoxiolicina,0.88846,0.90975,1
amoxicilina,amoxocilina,0.93000,0.96063,1
amoxicilina,amoxxicilina,0.96832,0.99406,1
amoxicilina,ampicilina,0.82857,0.84481,1
amoxicilina,ampilicina,0.76867,0.79361,0
amoxicilina,amppicilina,0.79000,0.83758,0
amoxicilina,amxicilina,0.92839,0.95723,1
amoxicilina,amxocilina,0.87848,0.93726,1
amoxicilina,amxoclavulanico,0.61924,0.65594,0
amoxicilina,amxoicilina,0.90000,0.95000,1
amoxicilina,anmoxicilana,0.88846,0.92912,1
amoxicilina,cdamoxicilina,0.91989,0.88719,1
amoxicilina,clindamicin,0.77000,0.75146,0
amoxicilina,clindamicina,0.76867,0.75443,0
amoxicilina,comcarolina,0.71000,0.65632,0
amoxicilina,cpmamoxicilina,0.88226,0.87144,1
amoxicilina,doxaciclina,0.80000,0.75998,0
amoxicilina,doxiciclina,0.85000,0.79185,0
amoxicilina,doxiclina,0.82098,0.72020,0
amoxicilina,floxicina,0.79130,0.80002,0
amoxicilina,iamoxicilina,0.96832,0.98218,1
amoxicilina,lornoxicam,0.76867,0.73883,0
amoxicilina,maxilofacial,0.66884,0.75878,0
amoxicilina,meloxicam,0.76163,0.72621,0
amoxicilina,meloxican,0.75174,0.74123,0
amoxicilina,micccional,0.75869,0.76171,0
amoxicilina,miccinal,0.75622,0.75576,0
amoxicilina,miccinonal,0.75869,0.76692,0
amoxicilina,miccional,0.76163,0.76226,0
amoxicilina,miciconal,0.77152,0.77280,0
amoxicilina,micinazol,0.75174,0.85010,0
amoxicilina,moxacilina,0.89845,0.94350,1
amoxicilina,moxicilina,0.96832,0.98218,1
amoxicilina,moxifloxacin,0.78864,0.83252,0
amoxicilina,moxifloxacina,0.80119,0.83952,1
amoxicilina,moxifloxacino,0.76163,0.81786,0
amoxicilina,omoxacilina,0.88000,0.93375,0
amoxicilina,oxiconazol,0.76867,0.73865,0
amoxicilina,pamoxacilina,0.88846,0.90978,1
amoxicilina,pilicilina,0.75869,0.78987,0
amoxicilina,policilina,0.77865,0.80547,0
amoxicilina,policilinca,0.76000,0.75434,0
amoxicilina,rifamoicina,0.75000,0.72938,0
amoxicilina,zmoxacilina,0.86000,0.91667,1
atenolol,alenronato,0.75174,0.79826,0
atenolol,almetenol,0.85851,0.86923,0
atenolol,alternos,0.75000,0.78180,0
atenolol,alternou,0.75000,0.79438,0
atenolol,anatendol,0.86850,0.88170,0
atenolol,antenolol,0.94836,0.96032,1
atenolol,antietanol,0.80119,0.86417,0
atenolol,atelnolol,0.94836,0.95533,1
atenolol,atencional,0.77152,0.82874,0
atenolol,atendela,0.75000,0.81563,0
atenolol,atentendo,0.76867,0.77252,0
atenolol,atrenolol,0.91841,0.91540,1
atenolol,centrolat,0.78864,0.79606,0
atenolol,coloateral,0.75174,0.74461,0
atenolol,dexpantenol,0.76592,0.79259,0
atenolol,enrolamento,0.75622,0.77987,0
atenolol,eventuaol,0.75869,0.77801,0
atenolol,faltendo,0.75000,0.78180,0
atenolol,fenoteraol,0.76163,0.76827,0
atenolol,fontenela,0.76867,0.81369,0
